prompt,Title,Description,Class Index,pred_answer,score
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Wiretapping on the Net: Who pays?,"NEW YORK At first glance, it might seem like the simple extension of a standard tool in the fight against the bad guys. But in fact, wiretapping Internet phones to monitor criminals and terrorists is costly ",4.0,"{""Class Index"": ""1""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","S amp;P cuts SBC, BellSouth debt ratings","WASHINGTON (CBS.MW) - Standard  amp; Poor #39;s on Tuesday cut the debt rating of BellSouth and SBC Communications, citing stiff competition and potential problems in absorbing AT amp;T Wireless.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Scammers Could Hijack Pop-Ups,Security researchers warned this week of a vulnerability in most Web browsers which could potentially allow scammers to launch phishing attacks from pop-up windows on trusted Web sites.,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Koetter: Hill will play Saturday,"Hakim Hill, the ASU football teams oft-controversial running back, will be back on the field when the Sun Devils travel to face California, head coach Dirk Koetter announced Tuesday.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Child Abuse Leads to Adult Heart Disease,"By Ed Edelson, HealthDay Reporter    HealthDayNews -- Children who are abused or neglected grow up to be adults with a significantly greater risk of heart disease, a new study says.    It's the first study to show a direct link between a wide range of childhood problems and ischemic heart disease -- blockage of the arteries that leads to heart attacks and other major problems, said Maxia Dong, a medical epidemiologist at the U.S...",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Iowa Bests Iowa St.,"Former Cyclone Adam Haluska does in his former team as he scores 20 points to lead the Hawkeyes past Iowa State, 70-63, on Friday.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Moss in Minnesota #39;s lineup against Tennessee,Randy Moss was the starting lineup for the Minnesota Vikings on Sunday despite a strained right hamstring that kept him out of practice all week.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Gas Prices Continue Slide, Down to  #36;1.93/gallon (Reuters)","Reuters - U.S. average retail gasoline prices\fell over the last two weeks and are poised to slip even\further as crude oil prices continue to tumble, an industry\analyst said on Sunday.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Report: IBM software executive to become CA CEO,"Computer Associates is set to name a recently departed IBM executive as its new chief executive officer, The Wall Street Journal reported online on Monday.",4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Hughes Seals Rovers Return,Blackburn tonight installed Wales boss Mark Hughes as their new manager to take over from Graeme Souness. The identity of the appointment was not a surprise but the speed in which it was announced certainly was.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",A Better Solution for Israel,"The hysterical tone of Daniel Seidemann #39;s plea to the next US administration to save Israel from itself serves no useful purpose op-ed, Aug. 26.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",I.B.M. Agrees to Settle Part of Giant Pension Case,I.B.M. said that it had agreed to pay \$320 million to its employees to settle in part a class-action lawsuit over its pension plan.,4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Panasonic unleashes new DVD recorder line,"Matsushita Electric Industrial Co., better known for its Panasonic brand, will soon start international sales of a high-end DVD recorder that offers network connectivity, the company said Wednesday.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Jeff Gordon leads contenders at Talladega,"Joe Nemechek wasn #39;t surprised to be back at the front of the field, just that it took so long to get there. Nemechek, who earned the nickname  quot;Front Row Joe quot; when he won six poles from 1997-00, got No.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Firefox Turns Up The Browser War Heat,"Firefox, the Mozilla-based open-source browser has grown by more than a third over the past month, according to WebSideStory, an independent Web metrics firm.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Sharon Predicts 'Breakthrough' in Ties With Palestinians,Prime Minister Ariel Sharon said that his government would implement his proposal to dismantle all the Israeli settlements in Gaza and four small ones in the West Bank on schedule.,1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Colgate to Cut 4,400 Jobs, Shut Plants"," NEW YORK (Reuters) - Colgate-Palmolive Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CL.N target=/stocks/quickinfo/fullquote""&gt;CL.N&lt;/A&gt; will cut  about 4,400 jobs, or 12 percent of its work force, and close  nearly a third of its factories under a restructuring, the  consumer products company said on Tuesday.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Long and short of a rivalry that was,"Five years may not seem a whole lot, but consider what has happened since the last time the Green Bay Packers played the Dallas Cowboys prior to today #39;s meeting.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Karp team won't buy Fan Pier,"For the second time in less than two months, a prospective buyer of the prime Fan Pier land in South Boston has pulled out of a deal.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Victory Looms for Karzai as Vote Probe Continues,"Hamid Karzai was assured of a majority in Afghanistans election to become its first democratically chosen president. With nearly 95 per cent of votes counted, the interim leader already has more than half ",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",U.S. Ringtones Market Slow to Connect," SAN FRANCISCO (Billboard) - With a possible billion-dollar  windfall at stake, U.S. music companies are eagerly awaiting  the full-blown development of the stateside ringtone market.",4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Lawmakers Grill Citigroup Japan Chief,"Citigroup #39;s top executive in Japan endured unprecedented questioning by lawmakers on Tuesday over a scandal at the firm #39;s private bank in the country, the latest turn in a high-profile case that has embarrassed the world #39;s biggest ",3.0,"{""Class Index"": ""1""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",IBM Says Swamps Rivals in Key UNIX Computer Test,"IBM (IBM.N: Quote, Profile, Research) said on Thursday its workhorse commercial computers have smashed the industry #39;s most demanding tests, which analysts said creates ",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Cardinals to Play Broncos,"Boise State accepts a bid Tuesday to play Louisville in the Liberty Bowl on Dec. 31, in a matchup of the nation's top two offenses.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Phelps, fellow Olympians swimming again","Michael Phelps has reached the stratosphere of sports stardom: He #39;s on a first-name basis with fans.  quot;People come up to me and say,  #39;Are you Michael?",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Belmont beats the best to take its place at the top,"Any time in the last decade and a half, yesterday's result would have been an upset. With a 3-2 victory over host Winchester, the Belmont girls' soccer team took the Middlesex League title from the Sachems for the first time in 16 years, and avenged a 1-1 tie with Winchester that was the only blemish on a 15-0-1 season.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Martin signals new flexibility to reach health deal with provinces (Canadian Press),"Canadian Press - KELOWNA, B.C. (CP) - The federal government will seek a flexible medicare-reform agreement that could include individual deals with provinces, Prime Minister Paul Martin said Wednesday.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Hamas military chief killed,"GAZA CITY: One of the leaders of Hamas #39; military wing was killed in an Israeli airstrike in Gaza City early today, a Hamas spokesman said.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Analysis: US heating oil guides NYMEX,The price of oil futures jumped sharply Wednesday when a disappointing decline in the US heating-oil supply trumped growth in the crude stockpile.,3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Car Bomb Kills 11 Near Green Zone,"A car bomb exploded in a line of vehicles waiting to enter the Green Zone early Monday, killing at least 11 Iraqis at an ",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Hershey Profit Up, to Sell Cookies"," CHICAGO (Reuters) - Chocolate maker Hershey Foods Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HSY.N target=/stocks/quickinfo/fullquote""&gt;HSY.N&lt;/A&gt; on Thursday posted a higher-than-expected 16 percent  rise in quarterly profit and said it will get into the cookie  business.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Summer Box Office Hits a High, Despite Lows","In a summer when many of the studios' biggest bets failed to pay off, it was familiarity in the form of sequels and low-budget comedies that resonated with movie audiences.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Invasion of the Data Snatchers (washingtonpost.com),"washingtonpost.com - Think your PC is safe? Think again. A new study indicates your home computer is likely bogged down with spyware, viruses and other scourges wrought by hackers and PC pranksters. Ignorance may be bliss for some people, but for computer users, not knowing can be costly and inefficient.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Making it look easy,"CLEVELAND -- Their membership in the NFL elite entitles the Patriots to a gimme from time to time, like yesterday's 42-15 shellacking of the hapless Cleveland Browns.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Court Seen Lifting YUKOS Block -- Lawyers," LONDON (Reuters) - A U.S. bankruptcy court is likely to  revoke its temporary ban on the sale of Russian oil group  YUKOS's main production unit, lawyers said on Friday.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Texas Instruments Plans Buyback (Reuters),"Reuters - Texas Instruments Inc., the\largest maker of chips for cellular phones, on Thursday said it\plans to buy back  #36;1 billion in stock and boost its quarterly\dividend by more than 17 percent, becoming the latest\technology company to return extra cash to investors.",4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Protesters Harry Israel Parliament Before Gaza Vote, JERUSALEM (Reuters) - Thousands of rightist Israelis  accused Prime Minister Ariel Sharon of treason Tuesday as  parliament looked set to approve the first pullout of settlers  from occupied land Palestinians want as part of a future state.,1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",British Bug Splat Survey Springs Surprise (Reuters),Reuters - The results of one of the stranger\environmental surveys to be conducted in Britain are in -- and\there's a surprise.,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Stocks in Motion: Claire #39;s,"Shares of Claire #39;s Stores (CLE:NYSE - news - research) were among the NYSE #39;s losers Thursday, falling 15 after the company posted third-quarter results that missed analysts #39; expectations and warning about the fourth quarter.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Science ; As ice thaws, arctic peoples at loss for words","Science News, Iceland, What are the words used by indigenous peoples in the Arctic for  quot;hornet, quot;  quot;robin, quot;  quot;elk, quot;  quot;barn owl quot; or  quot;salmon?",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Fidel Castro Back On His Feet,"The Cuban President this week, according to wire reports, stood unassisted for several minutes at a time while greeting Venezuelan President Hugo Chavez, who paid a visit to the island earlier this week.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Turkey eyes \$15 billion investment years,ANKARA: Turkey is hoping to attract \$15 billion of foreign investment between 2005 and 2007 through reforms designed to overhaul its economy and ease the country #39;s entry into ,1.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Court Weighs Legal Rights of Mich. Poor (AP),"AP - With backing from two-fifths of all states, Michigan asked the Supreme Court on Monday to whether a state can refuse to pay for appeals by indigent defendants who plead guilty to crimes.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Movie studios launch legal offensive against online pirates,LOS ANGELES - Hollywood studios said Thursday they will file hundreds of lawsuits later this month against individuals who swap pirated copies of movies over the Internet.,4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Yemeni Poet Says He Is al-Qaida Member,"GUANTANAMO BAY NAVAL BASE, Cuba Aug. 26, 2004 - In a dramatic turn that silenced defense lawyers, a Yemeni poet accused of crafting terrorist propaganda argued on Thursday to represent himself before a US ",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","No. 3 Georgia Tech Rolls Over James Madison, 72-47","ATLANTA (Sports Network) - Isma #39;il Muhammad scored a team-high 14 points, Jarrett Jack added 13 and third-ranked Georgia Tech rolled over James Madison, 72-47, in a non-league tilt at the Alexander Memorial Coliseum.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Germany, Brazil draw","Germany and Brazil fought out a 1-1 friendly international draw in their first meeting since the 2002 World Cup final. The visitors opened the scoring on nine minutes thanks to a Ronaldinho free kick, but ",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","No. 5 North Carolina 63, No. 24 Villanova 56","The North Carolina Tar Heels put their lackluster first half behind them. Then they did the same to Villanova. After scoring just 25 points in the first half, the No.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Malls setting curfews for unchaperoned teens,"COLUMBUS, Ohio -- It's 10 on a Friday night, and all 15-year-old Sylvia Fallon wants is to hang out with her friends at the mall.",3.0,"{""Class Index"": ""1""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",MSN Messenger difficulties - Virus,"People using Microsoft #39;s instant-messaging software, MSN Messenger, may have been a mite lonely this weekend, with only a virus to keep them company.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",U.S.: No Decision Made on Iraq Unit's Fate (AP),"AP - The U.S. military said Monday no decision had been made on whether to discipline Army reservists who refused a supply mission last week, despite statements from their relatives that the soldiers would be discharged.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Dell recalls 4.4m notebook power adaptors,Dell today asked 4.4m notebook users to return their power adaptors after it admitted these peripherals pose both a fire and electric shock hazard.,4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Report Says N.H.L. Will Reject Proposal,"The N.H.L. appears poised to reject a proposal made by the players union, which included a 24 percent reduction in pay and other concessions but not a hard salary cap.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Fannie Mae criminal probe begun,"Federal prosecutors in Washington have opened an investigation into possible wrongdoing at mortgage giant Fannie Mae, just days after regulators accused ",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Dollar in Sight of All-Time Low Vs Euro (Reuters),"Reuters - The dollar was in striking distance of\record lows against the euro and 7-    month lows versus the\yen on Thursday, as traders concluded that nations at an\upcoming G20 meeting would tolerate a weaker dollar.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Dillon Relishes Icing Victory,"Of the 115 rushing yards Corey Dillon rolled up against the Jets on Sunday, it was the final 12 that might have been the most important.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",At least 20 dead in Kurkik bombing,"A suicide attacker detonated a car bomb near a crowd of people waiting to apply for jobs with the Iraqi National Guard in the northern city of Kirkuk on yesterday, killing at least 20 people and wounding 16, officials said.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Taiwan's Leader Urges China to Begin Talks (AP),AP - Taiwan's leader used his National Day speech Sunday to urge China to begin peace talks so the two rivals can avoid war. Chinese and Taiwanese leaders haven't met since the Communists took over China in 1949 and Taiwan began resisting the mainland's rule. China insists that Taiwan is a Chinese province and has threatened to attack if it refuses to unify eventually.,1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Australia, US seal free trade agreement (AFP)","AFP - Australia and the United States sealed a free trade agreement to start January 1, 2005 after clearing last-minute obstacles.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Strong Chinese demand props up oil,"Crude hovers around \$46 a barrel amid demand from most populous country, damage reports from Ivan. LONDON (Reuters) - Oil prices held above \$46 a barrel Tuesday as China showed no letup in its strong demand ",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Newest video games gun to be No. 1,"Voters apparently weren #39;t the only ones willing to stand in long lines. The release of this year #39;s two hottest video games - Grand Theft Auto: San Andreas, and Halo 2 - had gamers lined up at stores across the nation to pick up their pre-ordered games.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Middlesbrough spoil Robson #39;s home-coming,Bryan Robson had an unhappy start as West Bromwich Albion manager on Sunday when the Premier League strugglers went down 2-1 to Middlesbrough on the ground he once graced as a budding England great.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Man U condemns fan protest against Glazer,Manchester United criticized fans who disrupted a game between reserve teams to protest a potential takeover of the famed English soccer club by Tampa Bay Buccaneers owner Malcolm Glazer.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",American Airlines Raises Ticket Prices,"FORT WORTH, Texas -- The high cost of jet fuel is prompting American Airlines to raise its domestic ticket prices. It is going to charge an extra \$5 for one-way flights, and \$10 per roundtrip.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Italian GP, Race",Fernando spun out of third position while Jarno finished tenth in this afternoon's Italian Grand Prix,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Small changes, big profits","Staples Inc. hosted a daylong event last week for analysts who follow the company's stock, laying out plans to keep growing in the immediate future and beyond. Everyone went home smiling.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",UPDATE:Sinopec 1H Pft Up 51; To Raise Refining Capacity,"HONG KONG (Dow Jones)--China Petroleum  amp; Chemical Corp. (SNP), the country #39;s second-largest oil and gas producer, Monday reported a 51 jump in first-half earnings and said it plans to boost its refining capacity by about one-fifth over three years.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",UNLV Names Utah's Sanford As Head Coach (AP),"AP - Calling UNLV ""a gold mine,"" Mike Sanford took over as coach of the Runnin' Rebels on Monday after two years as offensive coordinator at high-scoring Utah.",2.0,"{""Class Index"": ""2""}",1.0
